filename,led_role,gauss_x,gauss_y,sigma_x,sigma_y,FWHM_px,centroid_x,centroid_y,peak of gauss,blob area,centroid_to_gauss_dist
range233_exp200_1.dng,central,603.366742405123,384.018677324481,4.13112733519059,4.20214089705781,9.81201884666195,602.801500468897,383.196780243826,146.37970146385,273,0.997503512604115
range233_exp200_10.dng,central,603.3727538923,384.039082911776,4.13641480106072,4.18814554111565,9.80159909669304,602.771920695218,383.225269292814,146.03719837396,275,1.01157952585327
range233_exp200_11.dng,central,603.366505690896,384.01411367299,4.13906066046149,4.21944894563271,9.84183714748498,602.787770157938,383.204696591854,145.630594699569,276,0.995033079019942
range233_exp200_12.dng,central,603.367576965931,384.005173646684,4.14400046538283,4.21029992453376,9.83673578300733,602.768756852712,383.194590925704,145.51981431583,273,1.00778463748315
range233_exp200_13.dng,central,603.351056508588,384.001562081309,4.14650050881966,4.2117716617944,9.84140251598199,602.782481293496,383.188582491759,145.303736629402,271,0.992075394434494
range233_exp200_14.dng,central,603.376651100135,384.019301552436,4.12549515033868,4.19537355892148,9.797408756179,602.778261771417,383.195032151006,146.605574610819,277,1.0185724494885
range233_exp200_15.dng,central,603.36518423197,384.010085196249,4.14240042703569,4.19129735356398,9.81233724503354,602.786520947177,383.181733021077,146.29777386883,274,1.01045461218147
range233_exp200_16.dng,central,603.356362693964,384.014829103751,4.15295214457522,4.21469168257467,9.85240489298879,602.786429540002,383.213361844164,145.333883443894,273,0.983449830024236
range233_exp200_17.dng,central,603.376059316962,384.019609646005,4.15941269247474,4.21014571828145,9.85457200653616,602.778817991632,383.186140167364,145.003916264527,271,1.02536265414103
range233_exp200_18.dng,central,603.383965398217,384.03828870722,4.13031176714015,4.20126239515365,9.81002367510384,602.791156462585,383.200052328624,145.805188339246,271,1.02667553811652
range233_exp200_19.dng,central,603.366677723494,384.021303133523,4.14533426604362,4.20936946858984,9.83718987561227,602.784661999791,383.195643088497,145.550692238245,272,1.01017662445229
range233_exp200_2.dng,central,603.352585666079,384.019923747152,4.1507435800893,4.21893910225522,9.85486439514884,602.750466998755,383.203092569531,145.428212255304,276,1.01477094079075
range233_exp200_20.dng,central,603.393458256771,384.014491807433,4.13438899567818,4.20752774177569,9.82222292157262,602.806069500498,383.20671942974,145.833475234301,269,0.99876011392156
range233_exp200_21.dng,central,603.371365208943,384.01392322223,4.13783416477164,4.21595332124811,9.83625219381674,602.805975597038,383.216237355303,145.670447296806,273,0.977736240273724
range233_exp200_22.dng,central,603.371501303737,384.019114386587,4.13414793041373,4.21151520518253,9.82667868518868,602.788057059558,383.19387755102,146.034887766866,273,1.01065474858725
range233_exp200_23.dng,central,603.382217776199,384.030228537892,4.12906812466387,4.19812049104601,9.80484149383837,602.793260664501,383.187296929043,145.977324678189,270,1.02830159808139
range233_exp200_24.dng,central,603.371967946348,384.026042859604,4.12018804183117,4.20785608216719,9.80605496604691,602.791736140058,383.205293872447,146.491518691024,272,1.00513573657963
range233_exp200_25.dng,central,603.373799238248,384.025166866021,4.13929638357628,4.2044567324452,9.82430715711005,602.768640464586,383.214404231048,146.177326796996,276,1.01170805651058
range233_exp200_26.dng,central,603.366174027537,384.03698279909,4.13719216330377,4.19960430318592,9.81609183066634,602.779755399428,383.216913869373,146.221645329786,274,1.00816658191041
range233_exp200_27.dng,central,603.380364146292,384.013239180161,4.13831679983035,4.21888924355998,9.84030448038088,602.824018715883,383.195580972186,145.440759337472,276,0.98898189215296
range233_exp200_28.dng,central,603.374716010522,384.025183691494,4.13389153974218,4.21555148409101,9.83117709772643,602.804493207942,383.19670846395,145.933905239278,271,1.00574611470119
range233_exp200_29.dng,central,603.397080569677,384.01551332927,4.1258416621992,4.20601711792577,9.81045727421383,602.814296936371,383.178004713276,146.135732134406,269,1.02032222612015
range233_exp200_3.dng,central,603.381813517898,384.012668683522,4.14866529874753,4.21988959842209,9.85356627973531,602.778569570871,383.192561768531,145.739564454144,273,1.01807593608749
range233_exp200_30.dng,central,603.374888458677,384.032219050472,4.13375298415769,4.20270063730955,9.81574879725809,602.757822277847,383.203170629954,146.044541966771,273,1.03348534343109
range233_exp200_31.dng,central,603.379071503118,384.016389462769,4.12705026857331,4.21293822939497,9.82009579138618,602.811268488998,383.195735117337,145.967167454365,271,0.997934776185675
range233_exp200_32.dng,central,603.38374378365,384.026597871422,4.1463014574658,4.2102429806974,9.83935622777423,602.799811784389,383.212997333612,145.305746336579,272,1.00146014143693
range233_exp200_33.dng,central,603.367517584328,384.027514789343,4.12377469257819,4.21088685606783,9.81383908605211,602.785669554326,383.213965139338,145.759358688074,274,1.00020506049488
range233_exp200_34.dng,central,603.376640080702,384.02728791635,4.14344119551251,4.21123718857502,9.83719496277692,602.792637780906,383.204703060639,145.580084135581,273,1.00881342725591
range233_exp200_35.dng,central,603.380690971315,384.0269308472,4.12319553820506,4.20988562002418,9.81197323998859,602.78301985371,383.222622779519,145.935716355575,272,1.00205899654437
range233_exp200_36.dng,central,603.370461811643,384.013545498245,4.14745450756453,4.21900378754502,9.85110107634393,602.799125728559,383.177924646128,145.368105470945,274,1.01226830846623
range233_exp200_37.dng,central,603.387877276248,384.034739755086,4.12389822092081,4.18884755931998,9.78779802303353,602.805655553816,383.218239682788,146.557805036214,273,1.002823265652
range233_exp200_38.dng,central,603.371240268899,384.013083718018,4.14226854504853,4.2219780828098,9.848584006778,602.79981217718,383.180675118694,145.350297736812,273,1.0096703126442
range233_exp200_39.dng,central,603.389825644655,384.025568353027,4.12870496237722,4.19824330977008,9.80456328252942,602.806426454531,383.19830499662,146.604426639868,275,1.01228418731567
