filename,led_role,gauss_x,gauss_y,sigma_x,sigma_y,FWHM_px,centroid_x,centroid_y,peak of gauss,blob area,centroid_to_gauss_dist
range0_exp200_1.dng,central,636.38013730112,424.995426494308,28.7365016579676,29.5021310124547,68.5765985553498,635.953957978285,429.134355070849,153.822034869921,11028,4.16081224966026
range0_exp200_10.dng,central,636.377696170873,425.02182409083,28.7364286355503,29.4761341985015,68.5455117391881,635.948030445908,429.163709461529,153.834178921645,11014,4.16411179715681
range0_exp200_11.dng,central,636.379907165576,425.019702028729,28.7164200365788,29.4704428927318,68.5154712473109,635.973858100962,429.146553106913,153.842972475283,11022,4.14677895050895
range0_exp200_12.dng,central,636.396273374596,425.004756413963,28.7125122086713,29.4711797184767,68.5118090777008,635.973551553723,429.140068443165,153.81049733175,11019,4.1568617148884
range0_exp200_13.dng,central,636.382616151489,425.016987270484,28.6969251292894,29.452682327272,68.4716365212569,635.966843245382,429.154728305182,153.768193083061,11013,4.15857763901051
range0_exp200_14.dng,central,636.385174464439,425.012834420995,28.7303212716717,29.4872415804306,68.5516588368912,635.990388730235,429.148978900532,153.860239965272,11026,4.15494247030405
range0_exp200_15.dng,central,636.385084123665,425.010751302114,28.7336056058598,29.4928140860647,68.5621211484538,635.98196660858,429.160844739779,153.761090932941,11023,4.16962579523873
range0_exp200_16.dng,central,636.390986569417,424.989287180967,28.7183508354367,29.4638202136562,68.5098176852956,635.974478458966,429.136325877092,153.867984873251,11027,4.1679022245283
range0_exp200_17.dng,central,636.381995271173,425.028342045391,28.7185938939028,29.476587135291,68.5253249527791,635.971520464803,429.154532875061,153.847646063866,11009,4.14655764816111
range0_exp200_18.dng,central,636.390796178106,425.007870769838,28.7420501398378,29.4772870210331,68.5534206045453,635.963952962352,429.156434831152,153.864968923568,11048,4.17046507018928
range0_exp200_19.dng,central,636.386137002191,425.016456396427,28.7176808263123,29.4848632400448,68.5341352687989,635.979050896044,429.136971476692,153.78632621733,11022,4.14057527700131
range0_exp200_2.dng,central,636.384961954754,425.017101348553,28.7288828284551,29.4830526369298,68.5449916335941,635.974686346242,429.155225076421,153.921851053469,11046,4.15841244492243
range0_exp200_20.dng,central,636.385857380754,425.005858273244,28.7217299637925,29.4755158175253,68.5276914669907,635.986895481088,429.135070389746,153.768995450847,11022,4.14844106869713
range0_exp200_21.dng,central,636.399020545984,424.992683246861,28.7193994289114,29.4841729599611,68.5353085969153,635.989858459846,429.129491873743,153.747648700349,11027,4.1569940134885
range0_exp200_22.dng,central,636.367476865066,425.008075513255,28.7053560897755,29.4763462619851,68.5096574428343,635.970520633626,429.138773697933,153.796443907577,11010,4.14972791187388
range0_exp200_23.dng,central,636.39884674845,425.005619767995,28.7315966228452,29.4752275179823,68.5388143822242,635.996181065273,429.137161998343,153.807527778417,11013,4.15111802452744
range0_exp200_24.dng,central,636.404491348974,424.995574727508,28.7251517123388,29.4846727934968,68.5425882940804,635.98956402475,429.128066373719,153.729097799507,11038,4.15327002377529
range0_exp200_25.dng,central,636.38209485425,424.992391384066,28.7272807337691,29.4825288425748,68.5425052627599,635.97396474138,429.131665022585,153.649776447539,11006,4.15934567493075
range0_exp200_26.dng,central,636.38220778896,424.990614918054,28.7335588274455,29.4723009665979,68.53760575348,635.969259296345,429.140341247025,153.719806408213,11019,4.17022242367261
range0_exp200_27.dng,central,636.397131966053,425.017215561231,28.7200691799821,29.4956237744344,68.5497461415851,635.982321050116,429.143445946925,153.6257231116,11021,4.14702848938894
range0_exp200_28.dng,central,636.398847476952,425.013659941537,28.7268669044028,29.4833165936151,68.5429638530892,635.987624999095,429.143408326756,153.727193519613,11017,4.15017176168775
range0_exp200_29.dng,central,636.398121745971,424.991295027943,28.676561672751,29.4426076609797,68.4359600238382,635.986397908262,429.128337449692,153.589000978968,11013,4.157479587189
range0_exp200_3.dng,central,636.364552275152,425.01778799039,28.7314450170549,29.4767619321296,68.5404677674625,635.974202244487,429.163741613262,153.857325721681,11043,4.1642892057886
range0_exp200_30.dng,central,636.405324195522,425.018083050842,28.7047979104732,29.464001802367,68.4942845847417,635.999640003227,429.171841269115,153.711360888534,11043,4.17352213361152
range0_exp200_31.dng,central,636.414164976516,425.02094938564,28.7253534054061,29.4739156484241,68.5299941106626,636.007987573277,429.157302570676,153.686583517082,11021,4.15624803810549
range0_exp200_32.dng,central,636.413307692818,425.013063792376,28.727251633019,29.4769396397015,68.5358061531876,635.994753577298,429.157691718707,153.655833610081,11031,4.16570860662876
range0_exp200_33.dng,central,636.403717756876,425.012230609266,28.7231320123715,29.4945057516169,68.5519703798842,635.994631620599,429.148008029648,153.725629594303,11018,4.1559603388184
range0_exp200_34.dng,central,636.411179351372,425.010014577384,28.7347774919077,29.4860743668544,68.5554452620448,635.982629446293,429.140606007935,153.682775666497,11007,4.1527630063954
range0_exp200_35.dng,central,636.407752641051,425.016992204633,28.7221997340167,29.4770099160013,68.5300191790643,636.00510100571,429.152961336695,153.611690703821,11010,4.15552271090109
range0_exp200_36.dng,central,636.399293715682,425.014408800693,28.7115552394323,29.4720577185127,68.5117443095387,635.975202849003,429.147392941978,153.620493590489,11014,4.15468542435032
range0_exp200_37.dng,central,636.399766889191,425.011908664723,28.7345692260637,29.4802925492313,68.5483087029694,635.977466303369,429.132780734771,153.51338026974,10999,4.14245391072588
range0_exp200_38.dng,central,636.410201815994,425.023875577534,28.7392321265899,29.4961258383231,68.5726087805959,635.999603157372,429.160186914084,153.552162489926,11032,4.15664079893057
range0_exp200_39.dng,central,636.40500473704,425.014167266261,28.7320075205057,29.4848562068206,68.5507735938719,635.997184002625,429.152347388386,153.58920173108,11021,4.15822708309257
range0_exp200_4.dng,central,636.379418607505,425.009184640083,28.732447416873,29.489307229355,68.5565929488331,635.968527481438,429.15729019226,153.639827664337,11022,4.16840631290644
range0_exp200_40.dng,central,636.410120208919,425.020777082413,28.732807734511,29.480358162959,68.5463397149244,635.988659160894,429.152575617679,153.524152369572,10994,4.15323832100122
range0_exp200_41.dng,central,636.399371722643,425.010775001472,28.716208077596,29.4771961206914,68.5232790898393,635.986409346097,429.151684361383,153.550932031943,10995,4.16145025819653
range0_exp200_42.dng,central,636.392527176572,425.019195178728,28.7283898314659,29.4988745998791,68.5632900503758,635.990970434347,429.15644098977,153.640537797385,11037,4.15668746939392
range0_exp200_43.dng,central,636.396379524019,425.032183447087,28.7269698491304,29.4881647629298,68.5488656658706,635.993966728299,429.147294381176,153.657842167143,11020,4.13473990209993
range0_exp200_44.dng,central,636.400149744718,425.009519551321,28.7135212418874,29.4732205559796,68.5154155661437,635.993691319328,429.148636613968,153.542139256083,11031,4.15902614921659
range0_exp200_45.dng,central,636.412005570337,425.006564886624,28.7094328334147,29.4734648683649,68.5109566731109,635.985440432646,429.13402986516,153.705004527998,11014,4.14944875444128
range0_exp200_46.dng,central,636.403952350759,424.991808668041,28.7197625118398,29.4796122483629,68.5302907706004,635.989319712938,429.1468041267,153.512156260798,11018,4.17563258510847
range0_exp200_47.dng,central,636.401058792255,425.02247158733,28.7280775514323,29.4867689415246,68.5484879849793,635.979700316787,429.160812324593,153.747215519079,11033,4.15973641262687
range0_exp200_48.dng,central,636.414043633332,425.005692952961,28.6926593548191,29.450921350434,68.4645795650138,635.985742837303,429.150447725146,153.502534282106,11023,4.16682537352226
range0_exp200_49.dng,central,636.392267780739,425.005337604769,28.7067580777487,29.4766612004514,68.5116618429457,635.988246394425,429.140903127288,153.608900889102,11004,4.15525395994532
range0_exp200_5.dng,central,636.384600437122,425.018218497048,28.6980440609236,29.4533564567244,68.4737407049162,635.968056452312,429.154499416974,153.795441035351,11039,4.15720203259676
range0_exp200_50.dng,central,636.399626260068,425.004835294385,28.7188999106726,29.4863164673425,68.5372850324361,635.99599793738,429.143193897156,153.572088392847,11019,4.1579956406918
range0_exp200_51.dng,central,636.395175615377,424.988705841061,28.716426212952,29.4734175737203,68.5190260154214,635.993525906035,429.137464019396,153.570074691132,11019,4.16815509684007
range0_exp200_52.dng,central,636.415293216916,424.985542437695,28.7086703717454,29.4827893725544,68.5211937769901,636.004801147061,429.138147032413,153.664663814585,11023,4.17284419305247
range0_exp200_53.dng,central,636.414747188472,424.992443724289,28.7164601344589,29.4753643104893,68.521387194364,636.00309815366,429.131051779115,153.684987456408,11013,4.15903012243626
