filename,led_role,gauss_x,gauss_y,sigma_x,sigma_y,FWHM_px,centroid_x,centroid_y,peak of gauss,blob area,centroid_to_gauss_dist
range699_exp50_1.dng,central,623.122538865357,378.988260390606,1.65550417418652,1.75207580986254,4.0137252315304,622.885102239533,378.665043816943,32.5422924315011,33,0.401054989713061
range699_exp50_10.dng,central,623.064290332261,379.031701724312,1.66315147811393,1.72320746627302,3.98775547882184,622.904,378.685,32.1622354038442,32,0.381962139821451
range699_exp50_11.dng,central,623.055545608608,378.947948985424,1.68471669944695,1.76528634270916,4.06317117481096,622.849609375,378.6884765625,31.7803442362408,33,0.331263747745979
range699_exp50_12.dng,central,623.078939697863,378.956216895175,1.6686150992533,1.76133660321919,4.03993034337403,622.87074829932,378.656948493683,32.3876822622658,33,0.364561701990852
range699_exp50_13.dng,central,623.071785081569,378.963108093846,1.66571396487482,1.7666271619159,4.04301459669087,622.914794007491,378.76872659176,32.3085254196197,35,0.249860692573614
range699_exp50_14.dng,central,623.064234275895,379.011183360186,1.6605737589429,1.73735033224211,4.00176655992402,622.909262759924,378.716446124764,33.3328707981809,34,0.332995808842703
range699_exp50_15.dng,central,623.061275900128,379.003154765506,1.65459229864528,1.73403767994216,3.99089880390071,622.912878787879,378.715909090909,33.3488857507309,34,0.323313749318451
range699_exp50_16.dng,central,623.078366381789,379.004548696894,1.65857068928835,1.75740395691859,4.02368135391221,622.852316602317,378.732625482626,32.989270485446,33,0.353610997081876
range699_exp50_17.dng,central,623.059191564679,379.01403799566,1.67834422312497,1.75231374974446,4.04022538080436,622.967930029155,378.69387755102,32.3081646490224,33,0.332913469505321
range699_exp50_18.dng,central,623.068401596236,379.031515426255,1.66306923584152,1.70425991851449,3.96501928929858,622.805970149254,378.662686567164,32.7594268588801,32,0.452664325592146
range699_exp50_19.dng,central,623.039397395052,379.030609728283,1.67975990638233,1.71326798452839,3.99517539451383,622.839024390244,378.610731707317,32.5453380835839,33,0.465238534029931
range699_exp50_2.dng,central,623.091952187836,378.998752320741,1.65857537713354,1.72518589335516,3.98484185523718,622.883190883191,378.731244064577,33.1294916246095,34,0.3393257276316
