filename,led_role,gauss_x,gauss_y,sigma_x,sigma_y,FWHM_px,centroid_x,centroid_y,peak of gauss,blob area,centroid_to_gauss_dist
range699_exp100_1.dng,central,623.1019697073,378.983612961297,1.66858253932585,1.74185477739233,4.01640525044688,623.021101992966,378.753223915592,63.2272639350822,42,0.24416940758867
range699_exp100_10.dng,central,623.098742859806,378.989177206597,1.65283416499685,1.7339782621161,3.98880679592061,623.013986013986,378.761655011655,64.3449723094188,42,0.242796359331648
range699_exp100_11.dng,central,623.103315051578,378.987083913539,1.6732641170111,1.72025776900647,3.99594531743259,623.015249266862,378.756011730205,63.2509394192547,42,0.247285131676794
range699_exp100_12.dng,central,623.112798075821,378.978040395367,1.65523085088055,1.75667317838635,4.01898070212176,623.003450258769,378.7067280046,63.630260741272,43,0.292518988233995
range699_exp100_13.dng,central,623.128699835387,379.00247702733,1.65021017788427,1.74214100969104,3.99565018888504,623.025043680839,378.760629004077,63.9578575290418,42,0.263125568364592
range699_exp100_14.dng,central,623.10899814929,379.005348424422,1.65155137649886,1.74855676140756,4.0049458851989,623.006343713956,378.71568627451,63.7206132015348,43,0.307314324731872
range699_exp100_15.dng,central,623.08008156766,379.004496348978,1.66929690558036,1.73822335485897,4.01286473577238,622.957264957265,378.74358974359,63.5350959861135,44,0.288368126748085
range699_exp100_16.dng,central,623.129133695408,378.953398557868,1.67173752768421,1.76046746866851,4.04245823611259,623.016599885518,378.693760732685,63.729981582441,43,0.282976427700294
range699_exp100_17.dng,central,623.084629447284,378.985848120113,1.6754589883283,1.74609983357789,4.02943165389616,623.01112412178,378.752927400468,62.6948791704461,42,0.244243924218018
range699_exp100_18.dng,central,623.143360079259,379.011843484365,1.66692907390783,1.73498531638651,4.00624506351048,623.026439482961,378.761457109283,62.7147929961762,42,0.276339940408555
range699_exp100_19.dng,central,623.116368769826,378.990684822924,1.66198588692738,1.73772427517031,4.0038415475085,623.012738853503,378.711059640996,63.4422731439052,43,0.298210331687541
range699_exp100_2.dng,central,623.121002699576,378.997520828489,1.6710643073752,1.75818415141548,4.03892975642523,623.009803921569,378.717416378316,62.9196223908535,43,0.301369658786294
range699_exp100_20.dng,central,623.127987312944,378.989102019034,1.66191501699375,1.73338725196101,3.99854407879856,623.028488372093,378.748837209302,64.2236434242904,42,0.260052337089927
range699_exp100_21.dng,central,623.136291186841,379.000907016949,1.65886681084932,1.73144072337674,3.99269208872708,623.02975495916,378.760210035006,63.9353901746887,42,0.263220449290997
range699_exp100_22.dng,central,623.10056760502,378.992429851931,1.66377043294614,1.75170726402636,4.02274583555259,623.012783265543,378.760023242301,63.7544631163249,42,0.248432933519433
