filename,led_role,gauss_x,gauss_y,sigma_x,sigma_y,FWHM_px,centroid_x,centroid_y,peak of gauss,blob area,centroid_to_gauss_dist
range466_exp50_1.dng,central,617.661139068732,380.01211961387,2.35059794512294,2.41802840817352,5.61518350006047,617.36489504243,379.536400178651,35.5928750638696,70,0.560419043363901
range466_exp50_10.dng,central,617.649198815313,380.019029524241,2.31251556776941,2.44912672587524,5.60870598000244,617.354722096701,379.567555354722,35.5942110516716,69,0.539022692980059
range466_exp50_11.dng,central,617.655613597962,380.015110384951,2.33091550157632,2.43191976962335,5.60906457701858,617.393263541192,379.571688666363,35.7885517976893,68,0.515218762083186
range466_exp50_12.dng,central,617.630359809778,379.967661951582,2.34456364862307,2.42070698841583,5.61138737011619,617.312138728324,379.532681191641,36.162156173567,70,0.538955395372168
range466_exp50_13.dng,central,617.65546051151,379.985403921291,2.33802022586873,2.42682468946588,5.61114417504417,617.315622161671,379.5540417802,35.8816794097893,68,0.549147886081742
range466_exp50_14.dng,central,617.662926526264,379.988888679848,2.31878124290302,2.41727281136549,5.57747697132573,617.402985074627,379.521935775667,35.8798091544795,69,0.534429202983924
range466_exp50_15.dng,central,617.630380473049,379.987803675822,2.32598685089395,2.4148868080579,5.58292724120445,617.325147794452,379.50250113688,36.0631043333947,68,0.573311034593242
range466_exp50_16.dng,central,617.644108107856,379.963580369767,2.32746585128417,2.40757438457619,5.57587542461197,617.353563218391,379.534252873563,36.118694305748,67,0.51839987634143
range466_exp50_17.dng,central,617.647177943262,379.943960877539,2.36936019332188,2.44690503325511,5.67144758641277,617.402897238569,379.505205975555,34.9672581880615,69,0.502174199556884
range466_exp50_18.dng,central,617.694264012117,380.009832686623,2.32128805151298,2.40375328076368,5.56415204538894,617.389656709764,379.522514489523,36.3512649508216,70,0.574686552715288
range466_exp50_19.dng,central,617.67367687287,380.001666946993,2.31186347232469,2.41955025054037,5.57225042165346,617.350510677809,379.499535747447,35.9477673864529,66,0.59713661015595
