filename,led_role,gauss_x,gauss_y,sigma_x,sigma_y,FWHM_px,centroid_x,centroid_y,centroid_to_gauss_dist
range466_exp20_1.dng,central,621.608420978491,405.907515011073,38.5481167573703,16.5795405271346,64.9077838211072,635.171996542783,397.057044079516,16.1957222067615
range466_exp20_10.dng,central,629.127623790924,390.867187383923,389.46307632881,3.89029403674968,463.137684179589,634.083714547118,379.060841720037,12.8043989909252
range466_exp20_11.dng,central,652.377016729418,379.793535011135,2.31119061231911,2.67486350189161,5.87062354011001,652.342479176874,378.804017638413,0.99011992882431
range466_exp20_12.dng,central,634.229134260842,378.736986400963,2.35921337748586,2.26400483478124,5.4434173890423,634.15187470337,379.049833887043,0.322246161758074
range466_exp20_13.dng,central,652.36826469984,379.227379562135,2.15351286725814,2.55269927487227,5.541135164899,652.333774250441,378.856261022928,0.37271780376421
range466_exp20_14.dng,central,645.866981377062,403.97997421372,4.67632674753187,11.0555924882444,18.5228987253535,634.955479452055,397.244863013699,12.8227375055446
range466_exp20_15.dng,central,652.395439795789,379.226464401035,2.21362092882322,2.52615354491027,5.58065174643959,652.299437675726,378.842549203374,0.395736384543384
range466_exp20_16.dng,central,652.382007476999,379.220359285668,2.17264307038242,2.5019289568747,5.5038818180776,652.277697841727,378.851798561151,0.383037214467332
range466_exp20_17.dng,central,634.273304135692,378.642485508158,2.30744010154663,2.253246111242,5.36979166823391,634.120470588235,379.049882352941,0.435120997387023
range466_exp20_18.dng,central,646.197216756312,403.33707984197,4.68477678862198,10.0543389643325,17.3539632578573,635.218181818182,396.937272727273,12.7081367351008
range466_exp20_19.dng,central,561.511246495534,379.399919270869,103.622946094298,2.43735277347316,124.876319619086,634.01743919229,379.062872877467,72.5069760757575
range466_exp20_2.dng,central,652.401877594723,379.257950337303,2.16181505637501,2.52652175719465,5.5200885973664,652.375883184173,378.899670277909,0.359221812171368
range466_exp20_20.dng,central,652.410062894438,379.281419633919,2.17271888351175,2.53513901700089,5.54307289515196,652.370912640312,378.903855539287,0.379588445494583
