filename,led_role,gauss_x,gauss_y,sigma_x,sigma_y,FWHM_px,centroid_x,centroid_y,peak of gauss,blob area,centroid_to_gauss_dist
range233_exp50_1.dng,central,603.295850155407,384.053060250387,4.10877444139377,4.18656504815018,9.76743440854855,602.673755964553,383.068847989093,39.8816720325883,217,1.1643345556898
range233_exp50_10.dng,central,603.274083230523,384.043212439017,4.12047559621913,4.19335036801784,9.78914714678905,602.720997519978,383.050702672913,39.807374149585,214,1.1362127613353
range233_exp50_11.dng,central,603.291292679653,384.013998439227,4.12773318719632,4.22826148667326,9.83913287285791,602.689452858507,383.068767908309,39.4772237048289,218,1.1205676806407
range233_exp50_12.dng,central,603.285160723848,384.021335235652,4.13291049927144,4.21947999058,9.83470551535072,602.690169769989,383.09556407448,39.5050557305345,216,1.10048465597336
range233_exp50_13.dng,central,603.286434135288,384.071869720469,4.11131607361316,4.15820945047508,9.73676791940558,602.67323211599,383.065517713035,39.9407753803927,217,1.17845707572994
range233_exp50_14.dng,central,603.293451135334,384.046635251317,4.1234758214643,4.19526031006424,9.79491703741587,602.683094713656,383.050110132159,39.8214281204755,214,1.16858772652949
range233_exp50_15.dng,central,603.254342692441,384.008549326682,4.16057703192913,4.20633438252407,9.85142168721361,602.663912218911,383.08249796803,39.5239425934025,219,1.09826192820047
range233_exp50_16.dng,central,603.291284494099,384.034635096776,4.13668085176761,4.20564752434883,9.82266573325309,602.646299601812,383.10805986544,39.2011878356705,217,1.12895844502955
range233_exp50_17.dng,central,603.301212392202,384.038491279511,4.10561041588534,4.18810780310006,9.76557914357153,602.692413037524,383.077102163791,39.9084257826472,216,1.13793922776323
range233_exp50_18.dng,central,603.299910390745,384.088924442992,4.11710402412012,4.20028145192204,9.79345177769335,602.703461433633,383.091850640501,39.757784172641,218,1.16185520872986
range233_exp50_19.dng,central,603.308070006206,384.040463519431,4.11956568405459,4.21790727027452,9.81729611663221,602.697328559625,383.05728449463,39.4567272455815,215,1.15743082271917
range233_exp50_2.dng,central,603.287815903423,384.063440411712,4.11049696503016,4.190536319267,9.77416320709036,602.692402802583,383.045061134771,39.8450822894008,215,1.17966652591044
